Employee ID,First Name,Last Name,Role,Day,Availability,Available From,Available To
EMP-058,Tyrone,Mitchell,Security,Friday,Available,16:00,02:00
EMP-058,Tyrone,Mitchell,Security,Saturday,Available,16:00,02:00
EMP-058,Tyrone,Mitchell,Security,Sunday,All Day Unavailable,,
EMP-059,Isaiah,Lewis,Security,Monday,Available,16:00,02:00
EMP-059,Isaiah,Lewis,Security,Tuesday,Available,16:00,02:00
EMP-059,Isaiah,Lewis,Security,Wednesday,Available,16:00,02:00
EMP-059,Isaiah,Lewis,Security,Thursday,Available,16:00,02:00
EMP-059,Isaiah,Lewis,Security,Friday,Available,16:00,02:00
EMP-059,Isaiah,Lewis,Security,Saturday,Available,16:00,02:00
EMP-059,Isaiah,Lewis,Security,Sunday,All Day Unavailable,,
EMP-060,Carlos,Reyes,Security,Monday,All Day Unavailable,,
EMP-060,Carlos,Reyes,Security,Tuesday,Available,16:00,02:00
EMP-060,Carlos,Reyes,Security,Wednesday,Available,16:00,02:00
EMP-060,Carlos,Reyes,Security,Thursday,Available,16:00,02:00
EMP-060,Carlos,Reyes,Security,Friday,Available,16:00,02:00
EMP-060,Carlos,Reyes,Security,Saturday,Available,16:00,02:00
EMP-060,Carlos,Reyes,Security,Sunday,All Day Unavailable,,
EMP-061,Rashad,King,Security,Monday,Available,16:00,02:00
EMP-061,Rashad,King,Security,Tuesday,Available,16:00,02:00
EMP-061,Rashad,King,Security,Wednesday,Available,16:00,02:00
EMP-061,Rashad,King,Security,Thursday,Available,16:00,02:00
EMP-061,Rashad,King,Security,Friday,Available,16:00,02:00
EMP-061,Rashad,King,Security,Saturday,Available,16:00,02:00
EMP-061,Rashad,King,Security,Sunday,All Day Unavailable,,
EMP-062,Damien,Brooks,Security,Monday,All Day Unavailable,,
EMP-062,Damien,Brooks,Security,Tuesday,Available,16:00,02:00
EMP-062,Damien,Brooks,Security,Wednesday,Available,16:00,02:00
EMP-062,Damien,Brooks,Security,Thursday,Available,16:00,02:00
EMP-062,Damien,Brooks,Security,Friday,Available,16:00,02:00
EMP-062,Damien,Brooks,Security,Saturday,Available,16:00,02:00
EMP-062,Damien,Brooks,Security,Sunday,All Day Unavailable,,
EMP-063,Kevin,Thompson,Security,Monday,Available,16:00,02:00
EMP-063,Kevin,Thompson,Security,Tuesday,Available,16:00,02:00
EMP-063,Kevin,Thompson,Security,Wednesday,Available,16:00,02:00
EMP-063,Kevin,Thompson,Security,Thursday,Available,16:00,02:00
EMP-063,Kevin,Thompson,Security,Friday,Available,16:00,02:00
EMP-063,Kevin,Thompson,Security,Saturday,Available,16:00,02:00
EMP-063,Kevin,Thompson,Security,Sunday,All Day Unavailable,,
EMP-064,Marcus,Allen,Security,Monday,Available,16:00,02:00
EMP-064,Marcus,Allen,Security,Tuesday,All Day Unavailable,,
EMP-064,Marcus,Allen,Security,Wednesday,Available,16:00,02:00
EMP-064,Marcus,Allen,Security,Thursday,Available,16:00,02:00
EMP-064,Marcus,Allen,Security,Friday,Available,16:00,02:00
EMP-064,Marcus,Allen,Security,Saturday,Available,16:00,02:00
EMP-064,Marcus,Allen,Security,Sunday,All Day Unavailable,,
EMP-065,DeAndre,Williams,Security,Monday,Available,16:00,02:00
EMP-065,DeAndre,Williams,Security,Tuesday,Available,16:00,02:00
EMP-065,DeAndre,Williams,Security,Wednesday,Available,16:00,02:00
EMP-065,DeAndre,Williams,Security,Thursday,Available,16:00,02:00
EMP-065,DeAndre,Williams,Security,Friday,Available,16:00,02:00
EMP-065,DeAndre,Williams,Security,Saturday,Available,16:00,02:00
EMP-065,DeAndre,Williams,Security,Sunday,All Day Unavailable,,
EMP-066,Trevon,Scott,Security,Monday,All Day Unavailable,,
EMP-066,Trevon,Scott,Security,Tuesday,Available,16:00,02:00
EMP-066,Trevon,Scott,Security,Wednesday,Available,16:00,02:00
EMP-066,Trevon,Scott,Security,Thursday,Available,16:00,02:00
EMP-066,Trevon,Scott,Security,Friday,Available,16:00,02:00
EMP-066,Trevon,Scott,Security,Saturday,Available,16:00,02:00
EMP-066,Trevon,Scott,Security,Sunday,All Day Unavailable,,
EMP-067,Ashley,Bennett,Carder,Monday,All Day Unavailable,,
EMP-067,Ashley,Bennett,Carder,Tuesday,Available,16:00,02:00
EMP-067,Ashley,Bennett,Carder,Wednesday,Available,16:00,02:00
EMP-067,Ashley,Bennett,Carder,Thursday,Available,16:00,02:00
EMP-067,Ashley,Bennett,Carder,Friday,Available,16:00,02:00
EMP-067,Ashley,Bennett,Carder,Saturday,Available,16:00,02:00
EMP-067,Ashley,Bennett,Carder,Sunday,All Day Unavailable,,
EMP-068,Cameron,Ross,Carder,Monday,All Day Unavailable,,
EMP-068,Cameron,Ross,Carder,Tuesday,All Day Unavailable,,
EMP-068,Cameron,Ross,Carder,Wednesday,Available,16:00,02:00
EMP-068,Cameron,Ross,Carder,Thursday,Available,16:00,02:00
EMP-068,Cameron,Ross,Carder,Friday,Available,16:00,02:00
EMP-068,Cameron,Ross,Carder,Saturday,Available,16:00,02:00
EMP-068,Cameron,Ross,Carder,Sunday,All Day Unavailable,,
EMP-069,Jordan,Powell,Carder,Monday,All Day Unavailable,,
EMP-069,Jordan,Powell,Carder,Tuesday,Available,16:00,02:00
EMP-069,Jordan,Powell,Carder,Wednesday,Available,16:00,02:00
EMP-069,Jordan,Powell,Carder,Thursday,Available,16:00,02:00
EMP-069,Jordan,Powell,Carder,Friday,Available,16:00,02:00
EMP-069,Jordan,Powell,Carder,Saturday,Available,16:00,02:00
EMP-069,Jordan,Powell,Carder,Sunday,All Day Unavailable,,
EMP-070,Riley,Coleman,Carder,Monday,All Day Unavailable,,
EMP-070,Riley,Coleman,Carder,Tuesday,All Day Unavailable,,
EMP-070,Riley,Coleman,Carder,Wednesday,Available,16:00,02:00
EMP-070,Riley,Coleman,Carder,Thursday,Available,16:00,02:00
EMP-070,Riley,Coleman,Carder,Friday,Available,16:00,02:00
EMP-070,Riley,Coleman,Carder,Saturday,Available,16:00,02:00
EMP-070,Riley,Coleman,Carder,Sunday,All Day Unavailable,,
