Business Date,Employee ID,Employee Name,Job Title,Revenue Center,Shift,Clock In,Clock Out,Hours Worked,Cash Tips,CC Tips,Total Tips,Tip Out Given,Tip Out Received,Net Tips,Tips Per Hour,Checks Served,Net Sales,Tip Pct
2026-01-28,EMP-028,Caleb Stewart,Bartender,Bar,Late,20:00,02:00,8.9,72.56,142.74,215.3,32.3,0,183.0,20.6,29,1145.23,18.8
2026-01-28,EMP-036,Mason Perry,Barback,Bar,Late,20:00,02:00,6.1,34.85,110.84,145.69,0,123.78,269.47,44.5,21,964.85,15.1
2026-01-28,EMP-040,Noah Foster,Server,Bar,Late,20:00,02:00,9.5,38.51,157.79,196.3,0,0,196.3,20.67,21,971.78,20.2
2026-01-28,EMP-041,Emma Sullivan,Server,Bar,Late,20:00,02:00,8.1,77.33,197.78,275.11,0,0,275.11,34.09,27,1285.54,21.4
2026-01-28,EMP-046,Terrence Boyd,Doorman,Bar,Late,20:00,02:00,7.2,54.38,112.87,167.25,0,0,167.25,23.13,35,1019.79,16.4
2026-01-28,EMP-047,Kevin Walsh,Lead Bartender,Bar,Late,20:00,02:00,8.3,52.51,254.52,307.03,46.05,0,260.98,31.3,28,1306.52,23.5
2026-01-28,EMP-048,Rachel Ellis,Lead Bartender,Bar,Late,20:00,02:00,7.7,54.39,169.14,223.53,33.53,0,190.0,24.66,32,1214.83,18.4
2026-01-28,EMP-050,Taylor Quinn,Bartender,Bar,Late,20:00,02:00,6.1,57.41,193.31,250.72,37.61,0,213.11,34.84,24,1150.1,21.8
2026-01-29,EMP-008,Aisha Williams,Server,Bar,AM,11:00,17:00,6.1,25.64,104.75,130.39,0,0,130.39,21.23,17,615.04,21.2
2026-01-29,EMP-016,Drew Collins,Bartender,Bar,AM,11:00,17:00,6.0,50.1,122.36,172.46,25.87,0,146.59,24.5,29,802.14,21.5
2026-01-29,EMP-019,Hailey Nguyen,Bartender,Bar,AM,11:00,17:00,6.0,25.3,62.71,88.01,13.2,0,74.81,12.5,9,421.08,20.9
2026-01-29,EMP-024,Trey Adams,Bartender,Bar,AM,11:00,17:00,6.1,17.61,41.77,59.38,8.91,0,50.47,8.33,9,301.4,19.7
2026-01-29,EMP-026,Dylan Morales,Bartender,Bar,AM,11:00,17:00,5.9,15.67,72.88,88.55,13.28,0,75.27,12.79,16,491.94,18.0
2026-01-29,EMP-039,Paige Ramirez,Server,Bar,AM,11:00,17:00,6.0,49.88,128.63,178.51,0,0,178.51,29.72,38,1008.54,17.7
2026-01-29,EMP-007,Ethan Kim,Barback,Bar,PM,16:00,01:00,7.8,61.71,122.33,184.04,0,150.85,334.89,43.04,23,1033.92,17.8
2026-01-29,EMP-008,Aisha Williams,Server,Bar,PM,16:00,01:00,8.2,93.03,249.97,343.0,0,0,343.0,41.72,32,1441.18,23.8
2026-01-29,EMP-009,Tony Garcia,Server,Bar,PM,16:00,01:00,8.5,61.33,183.99,245.32,0,0,245.32,28.79,46,1220.48,20.1
2026-01-29,EMP-010,Katie Brown,Server,Bar,PM,16:00,01:00,7.4,59.79,182.37,242.16,0,0,242.16,32.75,34,1158.66,20.9
2026-01-29,EMP-016,Drew Collins,Bartender,Bar,PM,16:00,01:00,8.5,54.91,242.95,297.86,44.68,0,253.18,29.94,41,1592.86,18.7
2026-01-29,EMP-018,Cole Jenkins,Bartender,Bar,PM,16:00,01:00,7.0,121.71,400.09,521.8,78.27,0,443.53,63.6,48,2192.42,23.8
2026-01-29,EMP-021,Zoe Henderson,Bartender,Bar,PM,16:00,01:00,9.4,95.07,310.38,405.45,60.82,0,344.63,36.79,42,1826.36,22.2
2026-01-29,EMP-023,Kayla Murphy,Bartender,Bar,PM,16:00,01:00,8.0,70.76,260.13,330.89,49.63,0,281.26,35.25,74,1923.79,17.2
2026-01-29,EMP-025,Maddie Turner,Bartender,Bar,PM,16:00,01:00,6.8,50.81,138.82,189.63,28.44,0,161.19,23.86,19,882.02,21.5
2026-01-29,EMP-029,Jordan Blake,Lead Bartender,Bar,PM,16:00,01:00,6.3,87.3,269.16,356.46,53.47,0,302.99,47.87,50,1673.51,21.3
2026-01-29,EMP-030,Samantha Reed,Lead Bartender,Bar,PM,16:00,01:00,6.9,87.3,336.88,424.18,63.63,0,360.55,52.49,46,1910.7,22.2
2026-01-29,EMP-033,Devon Marshall,Barback,Bar,PM,16:00,01:00,7.7,77.48,189.26,266.74,0,107.8,374.54,48.44,44,1340.39,19.9
2026-01-29,EMP-036,Mason Perry,Barback,Bar,PM,16:00,01:00,9.2,72.44,150.02,222.46,0,185.32,407.78,44.16,39,1356.45,16.4
2026-01-29,EMP-042,Grace Kelley,Server,Bar,PM,16:00,01:00,8.4,42.16,98.99,141.15,0,0,141.15,16.89,19,723.87,19.5
2026-01-29,EMP-043,Liam Hayes,Server,Bar,PM,16:00,01:00,9.2,53.65,182.85,236.5,0,0,236.5,25.62,34,1383.05,17.1
2026-01-29,EMP-047,Kevin Walsh,Lead Bartender,Bar,PM,16:00,01:00,7.6,92.6,253.79,346.39,51.96,0,294.43,38.62,49,2112.12,16.4
2026-01-29,EMP-049,Ian Doyle,Bartender,Bar,PM,16:00,01:00,5.5,87.38,237.9,325.28,48.79,0,276.49,50.08,28,1390.09,23.4
2026-01-29,EMP-002,Marcus Rivera,Bartender,Bar,Late,20:00,02:00,6.8,108.83,218.86,327.69,49.15,0,278.54,41.05,35,1406.41,23.3
2026-01-29,EMP-007,Ethan Kim,Barback,Bar,Late,20:00,02:00,6.2,68.28,184.05,252.33,0,149.08,401.41,64.71,26,1261.63,20.0
2026-01-29,EMP-013,Darius Washington,Doorman,Bar,Late,20:00,02:00,5.9,42.05,234.3,276.35,0,0,276.35,46.61,39,1510.11,18.3
2026-01-29,EMP-018,Cole Jenkins,Bartender,Bar,Late,20:00,02:00,6.1,75.68,166.3,241.98,36.3,0,205.68,33.44,30,1336.91,18.1
2026-01-29,EMP-022,Nate Fitzgerald,Bartender,Bar,Late,20:00,02:00,9.1,80.65,161.8,242.45,36.37,0,206.08,22.68,28,1206.22,20.1
2026-01-29,EMP-023,Kayla Murphy,Bartender,Bar,Late,20:00,02:00,6.8,54.69,125.86,180.55,27.08,0,153.47,22.59,22,997.51,18.1
2026-01-29,EMP-025,Maddie Turner,Bartender,Bar,Late,20:00,02:00,5.5,78.19,153.43,231.62,34.74,0,196.88,35.5,38,1077.28,21.5
2026-01-29,EMP-026,Dylan Morales,Bartender,Bar,Late,20:00,02:00,7.5,67.13,166.11,233.24,34.99,0,198.25,26.4,38,1079.82,21.6
2026-01-29,EMP-028,Caleb Stewart,Bartender,Bar,Late,20:00,02:00,6.4,35.24,140.54,175.78,26.37,0,149.41,23.43,25,1022.0,17.2
2026-01-29,EMP-035,Isaac Bell,Barback,Bar,Late,20:00,02:00,8.5,26.94,76.43,103.37,0,190.75,294.12,34.53,24,671.21,15.4
2026-01-29,EMP-037,Lucas Ward,Barback,Bar,Late,20:00,02:00,7.5,31.04,78.12,109.16,0,154.07,263.23,34.99,24,695.27,15.7
2026-01-29,EMP-038,Brandon Long,Barback,Bar,Late,20:00,02:00,5.9,60.95,174.11,235.06,0,152.65,387.71,66.12,33,1237.17,19.0
2026-01-29,EMP-039,Paige Ramirez,Server,Bar,Late,20:00,02:00,8.7,57.14,248.89,306.03,0,0,306.03,35.06,36,1593.89,19.2
2026-01-29,EMP-042,Grace Kelley,Server,Bar,Late,20:00,02:00,5.8,59.36,117.19,176.55,0,0,176.55,30.68,15,751.26,23.5
2026-01-29,EMP-043,Liam Hayes,Server,Bar,Late,20:00,02:00,8.6,53.87,190.09,243.96,0,0,243.96,28.45,28,1025.03,23.8
2026-01-30,EMP-010,Katie Brown,Server,Bar,AM,11:00,17:00,6.0,45.41,103.26,148.67,0,0,148.67,24.63,27,681.97,21.8
2026-01-30,EMP-015,Becca Thompson,Bartender,Bar,AM,11:00,17:00,6.2,43.17,189.75,232.92,34.94,0,197.98,32.07,36,1147.41,20.3
2026-01-30,EMP-019,Hailey Nguyen,Bartender,Bar,AM,11:00,17:00,6.4,24.5,105.73,130.23,19.53,0,110.7,17.2,21,770.57,16.9
2026-01-30,EMP-024,Trey Adams,Bartender,Bar,AM,11:00,17:00,5.6,15.0,56.66,71.66,10.75,0,60.91,10.88,13,344.54,20.8
2026-01-30,EMP-029,Jordan Blake,Lead Bartender,Bar,AM,11:00,17:00,6.4,51.13,123.87,175.0,26.25,0,148.75,23.37,19,875.02,20.0
2026-01-30,EMP-038,Brandon Long,Barback,Bar,AM,11:00,17:00,6.2,47.89,101.13,149.02,0,182.04,331.06,53.63,29,903.14,16.5
2026-01-30,EMP-039,Paige Ramirez,Server,Bar,AM,11:00,17:00,6.4,66.91,230.71,297.62,0,0,297.62,46.15,35,1277.35,23.3
2026-01-30,EMP-001,Sofia Martinez,Bartender,Bar,PM,16:00,01:00,6.1,151.24,441.17,592.41,88.86,0,503.55,82.59,58,2692.79,22.0
2026-01-30,EMP-002,Marcus Rivera,Bartender,Bar,PM,16:00,01:00,8.7,96.67,521.23,617.9,92.68,0,525.22,60.21,77,3014.15,20.5
2026-01-30,EMP-003,Jasmine Chen,Bartender,Bar,PM,16:00,01:00,6.3,104.52,474.31,578.83,86.82,0,492.01,77.93,90,2473.62,23.4
2026-01-30,EMP-005,Tyler Brooks,Lead Bartender,Bar,PM,16:00,01:00,8.2,210.71,463.86,674.57,101.19,0,573.38,69.97,66,2932.92,23.0
2026-01-30,EMP-009,Tony Garcia,Server,Bar,PM,16:00,01:00,6.8,66.78,343.99,410.77,0,0,410.77,60.13,52,2551.39,16.1
2026-01-30,EMP-010,Katie Brown,Server,Bar,PM,16:00,01:00,7.4,122.6,274.03,396.63,0,0,396.63,53.49,39,1906.86,20.8
2026-01-30,EMP-017,Megan Russo,Bartender,Bar,PM,16:00,01:00,6.9,108.94,325.88,434.82,65.22,0,369.6,53.28,78,2163.26,20.1
2026-01-30,EMP-019,Hailey Nguyen,Bartender,Bar,PM,16:00,01:00,9.2,89.36,286.92,376.28,56.44,0,319.84,34.93,63,1949.66,19.3
2026-01-30,EMP-020,Logan Scott,Bartender,Bar,PM,16:00,01:00,9.2,110.77,235.92,346.69,52.0,0,294.69,31.9,54,1796.31,19.3
2026-01-30,EMP-021,Zoe Henderson,Bartender,Bar,PM,16:00,01:00,7.5,177.27,416.54,593.81,89.07,0,504.74,67.32,60,2761.91,21.5
2026-01-30,EMP-024,Trey Adams,Bartender,Bar,PM,16:00,01:00,8.7,49.94,147.96,197.9,29.68,0,168.22,19.38,18,907.79,21.8
2026-01-30,EMP-027,Lexi Harper,Bartender,Bar,PM,16:00,01:00,8.9,49.45,201.38,250.83,37.62,0,213.21,23.99,33,1177.62,21.3
2026-01-30,EMP-029,Jordan Blake,Lead Bartender,Bar,PM,16:00,01:00,5.5,128.96,440.57,569.53,85.43,0,484.1,87.44,71,2997.52,19.0
2026-01-30,EMP-032,Olivia Price,Lead Bartender,Bar,PM,16:00,01:00,5.5,116.49,360.68,477.17,71.58,0,405.59,73.39,93,2963.78,16.1
2026-01-30,EMP-034,Jalen Cooper,Barback,Bar,PM,16:00,01:00,8.2,151.36,309.28,460.64,0,69.26,529.9,64.65,82,2362.25,19.5
2026-01-30,EMP-035,Isaac Bell,Barback,Bar,PM,16:00,01:00,8.8,56.6,148.92,205.52,0,131.21,336.73,38.44,30,1208.95,17.0
2026-01-30,EMP-038,Brandon Long,Barback,Bar,PM,16:00,01:00,8.9,102.84,416.36,519.2,0,68.7,587.9,66.12,78,2690.17,19.3
2026-01-30,EMP-040,Noah Foster,Server,Bar,PM,16:00,01:00,6.2,59.52,248.69,308.21,0,0,308.21,49.83,40,1580.55,19.5
2026-01-30,EMP-042,Grace Kelley,Server,Bar,PM,16:00,01:00,5.7,46.37,222.46,268.83,0,0,268.83,47.41,31,1173.91,22.9
2026-01-30,EMP-043,Liam Hayes,Server,Bar,PM,16:00,01:00,9.2,135.7,259.43,395.13,0,0,395.13,42.94,39,1927.44,20.5
2026-01-30,EMP-047,Kevin Walsh,Lead Bartender,Bar,PM,16:00,01:00,7.8,203.8,550.07,753.87,113.08,0,640.79,81.65,129,3474.06,21.7
2026-01-30,EMP-048,Rachel Ellis,Lead Bartender,Bar,PM,16:00,01:00,8.8,173.51,438.19,611.7,91.76,0,519.94,58.83,60,2636.63,23.2
2026-01-30,EMP-049,Ian Doyle,Bartender,Bar,PM,16:00,01:00,8.4,175.01,340.84,515.85,77.38,0,438.47,52.22,60,2167.42,23.8
2026-01-30,EMP-001,Sofia Martinez,Bartender,Bar,Late,20:00,02:00,9.3,164.32,313.24,477.56,71.63,0,405.93,43.56,67,2151.18,22.2
2026-01-30,EMP-004,Jake Patterson,Bartender,Bar,Late,20:00,02:00,7.2,97.33,195.08,292.41,43.86,0,248.55,34.39,33,1372.82,21.3
2026-01-30,EMP-007,Ethan Kim,Barback,Bar,Late,20:00,02:00,8.3,71.31,177.44,248.75,0,71.31,320.06,38.35,52,1330.21,18.7
2026-01-30,EMP-008,Aisha Williams,Server,Bar,Late,20:00,02:00,6.6,66.61,189.34,255.95,0,0,255.95,38.9,37,1462.56,17.5
2026-01-30,EMP-009,Tony Garcia,Server,Bar,Late,20:00,02:00,6.9,57.04,143.02,200.06,0,0,200.06,28.93,27,961.85,20.8
2026-01-30,EMP-010,Katie Brown,Server,Bar,Late,20:00,02:00,5.8,57.81,316.69,374.5,0,0,374.5,64.14,41,1614.21,23.2
2026-01-30,EMP-013,Darius Washington,Doorman,Bar,Late,20:00,02:00,6.1,108.16,212.46,320.62,0,0,320.62,52.95,44,1611.14,19.9
2026-01-30,EMP-014,Chris Patel,Doorman,Bar,Late,20:00,02:00,5.8,49.94,172.04,221.98,0,0,221.98,38.22,30,1233.24,18.0
2026-01-30,EMP-015,Becca Thompson,Bartender,Bar,Late,20:00,02:00,6.7,104.8,359.01,463.81,69.57,0,394.24,58.68,54,2480.26,18.7
2026-01-30,EMP-016,Drew Collins,Bartender,Bar,Late,20:00,02:00,8.8,158.75,333.08,491.83,73.77,0,418.06,47.71,62,2066.53,23.8
2026-01-30,EMP-018,Cole Jenkins,Bartender,Bar,Late,20:00,02:00,9.4,99.76,373.01,472.77,70.92,0,401.85,42.94,69,2583.45,18.3
2026-01-30,EMP-020,Logan Scott,Bartender,Bar,Late,20:00,02:00,8.8,51.37,165.16,216.53,32.48,0,184.05,21.0,32,1281.22,16.9
2026-01-30,EMP-027,Lexi Harper,Bartender,Bar,Late,20:00,02:00,8.3,60.95,166.32,227.27,34.09,0,193.18,23.36,27,1014.6,22.4
2026-01-30,EMP-029,Jordan Blake,Lead Bartender,Bar,Late,20:00,02:00,8.4,63.84,356.54,420.38,63.06,0,357.32,42.74,68,2532.4,16.6
2026-01-30,EMP-030,Samantha Reed,Lead Bartender,Bar,Late,20:00,02:00,9.2,92.47,389.51,481.98,72.3,0,409.68,44.62,69,2374.31,20.3
2026-01-30,EMP-035,Isaac Bell,Barback,Bar,Late,20:00,02:00,8.1,67.22,129.82,197.04,0,246.72,443.76,54.58,25,1082.62,18.2
2026-01-30,EMP-036,Mason Perry,Barback,Bar,Late,20:00,02:00,9.4,66.15,155.64,221.79,0,152.14,373.93,39.94,38,1468.8,15.1
2026-01-30,EMP-040,Noah Foster,Server,Bar,Late,20:00,02:00,8.6,79.47,203.34,282.81,0,0,282.81,32.93,55,1414.06,20.0
2026-01-30,EMP-041,Emma Sullivan,Server,Bar,Late,20:00,02:00,9.3,110.65,233.35,344.0,0,0,344.0,36.8,44,1463.83,23.5
2026-01-30,EMP-043,Liam Hayes,Server,Bar,Late,20:00,02:00,7.4,83.88,209.2,293.08,0,0,293.08,39.58,41,1356.86,21.6
2026-01-30,EMP-045,Andre Jackson,Doorman,Bar,Late,20:00,02:00,8.1,55.61,307.31,362.92,0,0,362.92,44.85,67,2097.81,17.3
2026-01-30,EMP-046,Terrence Boyd,Doorman,Bar,Late,20:00,02:00,7.7,47.12,128.07,175.19,0,0,175.19,22.64,33,978.71,17.9
2026-01-30,EMP-048,Rachel Ellis,Lead Bartender,Bar,Late,20:00,02:00,8.0,97.32,260.16,357.48,53.62,0,303.86,38.19,40,1726.96,20.7
2026-01-30,EMP-049,Ian Doyle,Bartender,Bar,Late,20:00,02:00,8.7,35.48,166.55,202.03,30.3,0,171.73,19.66,40,1202.55,16.8
2026-01-30,EMP-050,Taylor Quinn,Bartender,Bar,Late,20:00,02:00,6.5,72.98,255.49,328.47,49.27,0,279.2,42.63,40,1626.08,20.2
2026-01-31,EMP-009,Tony Garcia,Server,Bar,AM,11:00,17:00,6.1,60.04,146.62,206.66,0,0,206.66,33.78,23,956.78,21.6
2026-01-31,EMP-010,Katie Brown,Server,Bar,AM,11:00,17:00,5.6,22.21,82.91,105.12,0,0,105.12,18.71,15,600.71,17.5
2026-01-31,EMP-017,Megan Russo,Bartender,Bar,AM,11:00,17:00,5.7,48.03,169.33,217.36,32.6,0,184.76,32.5,20,1010.96,21.5
2026-01-31,EMP-023,Kayla Murphy,Bartender,Bar,AM,11:00,17:00,6.0,48.56,90.96,139.52,20.93,0,118.59,19.93,25,738.21,18.9
2026-01-31,EMP-039,Paige Ramirez,Server,Bar,AM,11:00,17:00,6.3,42.8,133.72,176.52,0,0,176.52,28.19,33,969.87,18.2
2026-01-31,EMP-049,Ian Doyle,Bartender,Bar,AM,11:00,17:00,6.3,26.59,116.77,143.36,21.5,0,121.86,19.42,29,758.53,18.9
2026-01-31,EMP-005,Tyler Brooks,Lead Bartender,Bar,PM,16:00,01:00,8.5,171.66,488.43,660.09,99.01,0,561.08,65.97,81,2750.38,24.0
2026-01-31,EMP-009,Tony Garcia,Server,Bar,PM,16:00,01:00,8.6,99.26,327.81,427.07,0,0,427.07,49.64,56,1898.08,22.5
2026-01-31,EMP-016,Drew Collins,Bartender,Bar,PM,16:00,01:00,6.3,90.04,231.73,321.77,48.27,0,273.5,43.23,60,1950.12,16.5
2026-01-31,EMP-018,Cole Jenkins,Bartender,Bar,PM,16:00,01:00,6.7,93.03,515.41,608.44,91.27,0,517.17,77.68,63,2656.95,22.9
2026-01-31,EMP-020,Logan Scott,Bartender,Bar,PM,16:00,01:00,8.6,108.9,507.77,616.67,92.5,0,524.17,60.65,91,2580.2,23.9
2026-01-31,EMP-022,Nate Fitzgerald,Bartender,Bar,PM,16:00,01:00,8.8,121.39,360.09,481.48,72.22,0,409.26,46.43,57,2249.89,21.4
2026-01-31,EMP-023,Kayla Murphy,Bartender,Bar,PM,16:00,01:00,7.3,193.56,390.55,584.11,87.62,0,496.49,67.94,67,2539.61,23.0
2026-01-31,EMP-024,Trey Adams,Bartender,Bar,PM,16:00,01:00,7.0,132.82,247.19,380.01,57.0,0,323.01,46.3,46,2043.07,18.6
2026-01-31,EMP-028,Caleb Stewart,Bartender,Bar,PM,16:00,01:00,6.9,123.07,278.56,401.63,60.24,0,341.39,49.24,55,1978.48,20.3
2026-01-31,EMP-029,Jordan Blake,Lead Bartender,Bar,PM,16:00,01:00,8.8,125.83,405.63,531.46,79.72,0,451.74,51.26,69,2579.91,20.6
2026-01-31,EMP-030,Samantha Reed,Lead Bartender,Bar,PM,16:00,01:00,5.7,138.74,398.82,537.56,80.63,0,456.93,80.25,85,2410.57,22.3
2026-01-31,EMP-033,Devon Marshall,Barback,Bar,PM,16:00,01:00,9.3,112.7,235.55,348.25,0,180.0,528.25,56.61,65,1892.69,18.4
2026-01-31,EMP-035,Isaac Bell,Barback,Bar,PM,16:00,01:00,6.5,84.74,182.68,267.42,0,129.27,396.69,61.01,42,1371.36,19.5
2026-01-31,EMP-037,Lucas Ward,Barback,Bar,PM,16:00,01:00,8.3,59.71,124.9,184.61,0,95.24,279.85,33.66,25,1060.96,17.4
2026-01-31,EMP-038,Brandon Long,Barback,Bar,PM,16:00,01:00,8.8,171.28,358.07,529.35,0,64.17,593.52,67.69,89,3095.63,17.1
2026-01-31,EMP-040,Noah Foster,Server,Bar,PM,16:00,01:00,9.0,64.53,259.14,323.67,0,0,323.67,35.87,51,1457.98,22.2
2026-01-31,EMP-043,Liam Hayes,Server,Bar,PM,16:00,01:00,5.5,81.26,314.14,395.4,0,0,395.4,71.45,49,2027.71,19.5
2026-01-31,EMP-047,Kevin Walsh,Lead Bartender,Bar,PM,16:00,01:00,8.2,184.52,374.79,559.31,83.9,0,475.41,57.65,76,3349.14,16.7
2026-01-31,EMP-049,Ian Doyle,Bartender,Bar,PM,16:00,01:00,6.8,108.08,216.34,324.42,48.66,0,275.76,40.8,45,1782.5,18.2
2026-01-31,EMP-009,Tony Garcia,Server,Bar,Late,20:00,02:00,7.5,98.61,192.2,290.81,0,0,290.81,38.58,33,1580.5,18.4
2026-01-31,EMP-014,Chris Patel,Doorman,Bar,Late,20:00,02:00,7.9,51.74,287.27,339.01,0,0,339.01,43.04,29,1424.43,23.8
2026-01-31,EMP-015,Becca Thompson,Bartender,Bar,Late,20:00,02:00,7.8,91.1,370.27,461.37,69.21,0,392.16,50.45,43,2145.89,21.5
2026-01-31,EMP-017,Megan Russo,Bartender,Bar,Late,20:00,02:00,6.5,41.49,174.46,215.95,32.39,0,183.56,28.03,34,1308.81,16.5
2026-01-31,EMP-021,Zoe Henderson,Bartender,Bar,Late,20:00,02:00,5.8,118.1,282.91,401.01,60.15,0,340.86,58.47,58,1918.71,20.9
2026-01-31,EMP-023,Kayla Murphy,Bartender,Bar,Late,20:00,02:00,7.6,70.35,313.89,384.24,57.64,0,326.6,42.72,43,1821.06,21.1
2026-01-31,EMP-024,Trey Adams,Bartender,Bar,Late,20:00,02:00,8.4,71.73,143.83,215.56,32.33,0,183.23,21.76,36,1306.42,16.5
2026-01-31,EMP-026,Dylan Morales,Bartender,Bar,Late,20:00,02:00,6.7,115.84,239.37,355.21,53.28,0,301.93,44.82,37,1621.95,21.9
2026-01-31,EMP-028,Caleb Stewart,Bartender,Bar,Late,20:00,02:00,7.6,154.21,332.87,487.08,73.06,0,414.02,54.53,79,2234.29,21.8
2026-01-31,EMP-030,Samantha Reed,Lead Bartender,Bar,Late,20:00,02:00,8.6,118.76,282.99,401.75,60.26,0,341.49,39.77,67,1785.55,22.5
2026-01-31,EMP-034,Jalen Cooper,Barback,Bar,Late,20:00,02:00,6.9,68.17,178.42,246.59,0,101.02,347.61,50.08,50,1385.32,17.8
2026-01-31,EMP-037,Lucas Ward,Barback,Bar,Late,20:00,02:00,5.7,48.34,140.74,189.08,0,126.6,315.68,55.62,40,1167.16,16.2
2026-01-31,EMP-044,Marcus Green,Doorman,Bar,Late,20:00,02:00,7.2,89.15,177.44,266.59,0,0,266.59,37.21,42,1464.76,18.2
2026-01-31,EMP-047,Kevin Walsh,Lead Bartender,Bar,Late,20:00,02:00,9.4,117.99,341.15,459.14,68.87,0,390.27,41.41,86,2765.9,16.6
2026-01-31,EMP-049,Ian Doyle,Bartender,Bar,Late,20:00,02:00,5.5,72.67,178.61,251.28,37.69,0,213.59,38.61,30,1225.76,20.5
2026-02-01,EMP-008,Aisha Williams,Server,Bar,AM,11:00,17:00,6.3,26.31,71.85,98.16,0,0,98.16,15.68,19,609.68,16.1
2026-02-01,EMP-020,Logan Scott,Bartender,Bar,AM,11:00,17:00,6.3,23.85,73.88,97.73,14.66,0,83.07,13.08,18,581.7,16.8
2026-02-01,EMP-023,Kayla Murphy,Bartender,Bar,AM,11:00,17:00,6.2,22.69,110.36,133.05,19.96,0,113.09,18.21,14,568.57,23.4
2026-02-01,EMP-031,Matt Donovan,Lead Bartender,Bar,AM,11:00,17:00,5.6,27.1,87.53,114.63,17.19,0,97.44,17.3,19,690.54,16.6
2026-02-01,EMP-037,Lucas Ward,Barback,Bar,AM,11:00,17:00,5.8,13.94,54.73,68.67,0,113.61,182.28,31.35,11,371.2,18.5
2026-02-01,EMP-038,Brandon Long,Barback,Bar,AM,11:00,17:00,6.3,31.89,68.68,100.57,0,143.21,243.78,38.82,18,636.52,15.8
2026-02-01,EMP-042,Grace Kelley,Server,Bar,AM,11:00,17:00,5.8,9.55,35.33,44.88,0,0,44.88,7.78,5,259.42,17.3
2026-02-01,EMP-048,Rachel Ellis,Lead Bartender,Bar,AM,11:00,17:00,5.8,32.83,84.92,117.75,17.66,0,100.09,17.17,17,654.18,18.0
2026-02-02,EMP-002,Marcus Rivera,Bartender,Bar,AM,11:00,17:00,5.5,26.41,105.39,131.8,19.77,0,112.03,20.25,21,672.43,19.6
2026-02-02,EMP-009,Tony Garcia,Server,Bar,AM,11:00,17:00,6.3,16.34,71.87,88.21,0,0,88.21,13.93,15,518.86,17.0
2026-02-02,EMP-018,Cole Jenkins,Bartender,Bar,AM,11:00,17:00,5.5,38.9,109.97,148.87,22.33,0,126.54,22.92,22,641.68,23.2
2026-02-02,EMP-023,Kayla Murphy,Bartender,Bar,AM,11:00,17:00,5.7,40.72,109.53,150.25,22.54,0,127.71,22.53,25,664.81,22.6
2026-02-02,EMP-027,Lexi Harper,Bartender,Bar,AM,11:00,17:00,5.7,21.07,40.36,61.43,9.21,0,52.22,9.18,6,265.95,23.1
2026-02-02,EMP-028,Caleb Stewart,Bartender,Bar,AM,11:00,17:00,5.9,30.94,74.29,105.23,15.78,0,89.45,15.13,22,637.73,16.5
2026-02-02,EMP-029,Jordan Blake,Lead Bartender,Bar,AM,11:00,17:00,6.0,37.18,157.47,194.65,29.2,0,165.45,27.46,17,868.97,22.4
2026-02-02,EMP-041,Emma Sullivan,Server,Bar,AM,11:00,17:00,5.7,55.83,109.2,165.03,0,0,165.03,28.86,14,743.38,22.2
2026-02-02,EMP-049,Ian Doyle,Bartender,Bar,AM,11:00,17:00,5.8,47.67,93.03,140.7,21.1,0,119.6,20.74,12,603.88,23.3
2026-02-02,EMP-050,Taylor Quinn,Bartender,Bar,AM,11:00,17:00,6.3,21.23,96.07,117.3,17.59,0,99.71,15.83,17,516.72,22.7
2026-02-02,EMP-008,Aisha Williams,Server,Bar,PM,16:00,01:00,9.3,110.57,243.41,353.98,0,0,353.98,38.1,34,1726.73,20.5
2026-02-02,EMP-015,Becca Thompson,Bartender,Bar,PM,16:00,01:00,5.9,73.33,226.34,299.67,44.95,0,254.72,43.46,67,1683.56,17.8
2026-02-02,EMP-018,Cole Jenkins,Bartender,Bar,PM,16:00,01:00,8.4,142.25,356.38,498.63,74.79,0,423.84,50.65,85,2186.98,22.8
2026-02-02,EMP-027,Lexi Harper,Bartender,Bar,PM,16:00,01:00,7.1,54.09,113.51,167.6,25.14,0,142.46,20.11,31,910.87,18.4
2026-02-02,EMP-033,Devon Marshall,Barback,Bar,PM,16:00,01:00,8.3,121.95,277.44,399.39,0,167.79,567.18,68.55,71,2113.16,18.9
2026-02-02,EMP-034,Jalen Cooper,Barback,Bar,PM,16:00,01:00,6.0,46.38,243.02,289.4,0,128.32,417.72,69.51,29,1469.06,19.7
2026-02-02,EMP-037,Lucas Ward,Barback,Bar,PM,16:00,01:00,9.2,42.53,137.01,179.54,0,237.34,416.88,45.39,39,1115.17,16.1
2026-02-02,EMP-039,Paige Ramirez,Server,Bar,PM,16:00,01:00,6.2,85.34,324.53,409.87,0,0,409.87,66.41,59,2454.34,16.7
2026-02-02,EMP-043,Liam Hayes,Server,Bar,PM,16:00,01:00,5.8,60.07,111.69,171.76,0,0,171.76,29.76,29,1016.36,16.9
2026-02-03,EMP-004,Jake Patterson,Bartender,Bar,AM,11:00,17:00,6.4,25.8,55.48,81.28,12.19,0,69.09,10.86,14,378.05,21.5
2026-02-03,EMP-008,Aisha Williams,Server,Bar,AM,11:00,17:00,6.5,23.85,62.92,86.77,0,0,86.77,13.45,11,498.66,17.4
2026-02-03,EMP-018,Cole Jenkins,Bartender,Bar,AM,11:00,17:00,6.1,20.34,105.6,125.94,18.89,0,107.05,17.51,26,777.41,16.2
