Check Num,Opened,Closed,Revenue Center,Server,Item,Menu Group,Qty,Item Price,Net Amount,Tax,Tip,Payment Method
100138,2026-01-29 14:58:00,2026-01-28 15:44:00,Bar,Katie Brown,Pretzel Bites,Food,2,12.00,24.00,2.21,7.54,Discover
100139,2026-01-29 17:37:00,2026-01-29 19:03:00,Bar,Jasmine Chen,White Claw,Beer,1,7.00,7.00,1.12,2.45,Cash
100139,2026-01-29 17:37:00,2026-01-29 19:03:00,Bar,Jasmine Chen,Shot - Tequila,Spirits,1,9.00,9.00,1.12,2.45,Cash
100140,2026-01-29 17:55:00,2026-01-29 19:19:00,Bar,Sofia Martinez,Bud Light,Beer,2,6.00,10.35,5.69,13.96,Amex
100140,2026-01-29 17:55:00,2026-01-29 19:19:00,Bar,Sofia Martinez,Pretzel Bites,Food,2,12.00,24.00,5.69,13.96,Amex
100140,2026-01-29 17:55:00,2026-01-29 19:19:00,Bar,Sofia Martinez,Pretzel Bites,Food,2,12.00,24.00,5.69,13.96,Amex
100140,2026-01-29 17:55:00,2026-01-29 19:19:00,Bar,Sofia Martinez,Vodka Soda,Well Drinks,1,9.00,9.00,5.69,13.96,Amex
100140,2026-01-29 17:55:00,2026-01-29 19:19:00,Bar,Sofia Martinez,Old Fashioned,Cocktails,1,14.00,14.00,5.69,13.96,Amex
100141,2026-01-29 18:34:00,2026-01-29 20:18:00,Bar,Tyler Brooks,House Red Wine,Wine,3,12.00,26.86,2.72,7.51,Visa
100141,2026-01-29 18:34:00,2026-01-29 20:18:00,Bar,Tyler Brooks,Moscow Mule,Cocktails,1,12.00,12.00,2.72,7.51,Visa
100142,2026-01-29 20:21:00,2026-01-29 22:05:00,Bar,Katie Brown,Mozzarella Sticks,Food,3,11.00,33.00,6.23,19.39,Cash
100142,2026-01-29 20:21:00,2026-01-29 22:05:00,Bar,Katie Brown,Loaded Nachos,Food,2,14.00,28.00,6.23,19.39,Cash
100142,2026-01-29 20:21:00,2026-01-29 22:05:00,Bar,Katie Brown,Long Island,Cocktails,2,14.00,28.00,6.23,19.39,Cash
100143,2026-01-29 22:19:00,2026-01-29 22:58:00,Bar,Sofia Martinez,Margarita,Cocktails,1,13.00,13.00,6.78,23.44,Mastercard
100143,2026-01-29 22:19:00,2026-01-29 22:58:00,Bar,Sofia Martinez,Prosecco,Wine,1,11.00,11.00,6.78,23.44,Mastercard
100143,2026-01-29 22:19:00,2026-01-29 22:58:00,Bar,Sofia Martinez,Espresso Martini,Cocktails,3,15.00,38.15,6.78,23.44,Mastercard
100143,2026-01-29 22:19:00,2026-01-29 22:58:00,Bar,Sofia Martinez,White Claw,Beer,2,7.00,14.00,6.78,23.44,Mastercard
100143,2026-01-29 22:19:00,2026-01-29 22:58:00,Bar,Sofia Martinez,Moscow Mule,Cocktails,2,12.00,20.74,6.78,23.44,Mastercard
100144,2026-01-29 15:28:00,2026-01-28 16:46:00,Bar,Sofia Martinez,Espresso Martini,Cocktails,3,15.00,45.00,4.97,15.87,Mastercard
100144,2026-01-29 15:28:00,2026-01-28 16:46:00,Bar,Sofia Martinez,Bud Light,Beer,2,6.00,12.00,4.97,15.87,Mastercard
100144,2026-01-29 15:28:00,2026-01-28 16:46:00,Bar,Sofia Martinez,Shot - Fireball,Spirits,2,7.00,14.00,4.97,15.87,Mastercard
100145,2026-01-29 23:41:00,2026-01-29 01:30:00,Bar,Sofia Martinez,Guinness Draft,Beer,1,8.50,8.50,4.10,10.65,Visa
100145,2026-01-29 23:41:00,2026-01-29 01:30:00,Bar,Sofia Martinez,Long Island,Cocktails,1,14.00,14.00,4.10,10.65,Visa
100145,2026-01-29 23:41:00,2026-01-29 01:30:00,Bar,Sofia Martinez,Pretzel Bites,Food,3,12.00,36.00,4.10,10.65,Visa
100146,2026-02-01 16:00:00,2026-01-31 16:55:00,Bar,Sofia Martinez,Prosecco,Wine,2,11.00,22.00,2.80,8.41,Amex
100146,2026-02-01 16:00:00,2026-01-31 16:55:00,Bar,Sofia Martinez,Shot - Tequila,Spirits,2,9.00,18.00,2.80,8.41,Amex
100147,2026-02-01 19:09:00,2026-02-01 20:53:00,Bar,Sofia Martinez,Mozzarella Sticks,Food,2,11.00,22.00,1.54,5.34,Mastercard
100148,2026-02-01 14:48:00,2026-01-31 15:37:00,Bar,Jasmine Chen,Margarita,Cocktails,2,13.00,26.00,4.55,14.72,Amex
100148,2026-02-01 14:48:00,2026-01-31 15:37:00,Bar,Jasmine Chen,Bud Light,Beer,2,6.00,12.00,4.55,14.72,Amex
100148,2026-02-01 14:48:00,2026-01-31 15:37:00,Bar,Jasmine Chen,Gin & Tonic,Well Drinks,3,9.00,27.00,4.55,14.72,Amex
100149,2026-02-01 20:07:00,2026-02-01 20:31:00,Bar,Katie Brown,Moscow Mule,Cocktails,3,12.00,36.00,5.60,13.86,Cash
100149,2026-02-01 20:07:00,2026-02-01 20:31:00,Bar,Katie Brown,Old Fashioned,Cocktails,2,14.00,28.00,5.60,13.86,Cash
100149,2026-02-01 20:07:00,2026-02-01 20:31:00,Bar,Katie Brown,IPA Draft,Beer,2,8.00,16.00,5.60,13.86,Cash
100150,2026-02-01 16:03:00,2026-01-31 17:24:00,Bar,Tony Garcia,Moscow Mule,Cocktails,3,12.00,36.00,6.30,21.79,Cash
100150,2026-02-01 16:03:00,2026-01-31 17:24:00,Bar,Tony Garcia,House Red Wine,Wine,1,12.00,12.00,6.30,21.79,Cash
100150,2026-02-01 16:03:00,2026-01-31 17:24:00,Bar,Tony Garcia,Loaded Nachos,Food,3,14.00,42.00,6.30,21.79,Cash
100151,2026-02-01 21:04:00,2026-02-01 21:41:00,Bar,Tyler Brooks,Mozzarella Sticks,Food,2,11.00,22.00,6.55,19.50,Mastercard
100151,2026-02-01 21:04:00,2026-02-01 21:41:00,Bar,Tyler Brooks,Vodka Soda,Well Drinks,2,9.00,18.00,6.55,19.50,Mastercard
100151,2026-02-01 21:04:00,2026-02-01 21:41:00,Bar,Tyler Brooks,Guinness Draft,Beer,1,8.50,8.50,6.55,19.50,Mastercard
100151,2026-02-01 21:04:00,2026-02-01 21:41:00,Bar,Tyler Brooks,Espresso Martini,Cocktails,3,15.00,45.00,6.55,19.50,Mastercard
100152,2026-02-01 16:13:00,2026-01-31 18:02:00,Bar,Katie Brown,Long Island,Cocktails,3,14.00,42.00,6.30,14.46,Amex
100152,2026-02-01 16:13:00,2026-01-31 18:02:00,Bar,Katie Brown,Burger,Food,3,16.00,48.00,6.30,14.46,Amex
100153,2026-02-01 13:57:00,2026-01-31 15:06:00,Bar,Tony Garcia,Burger,Food,3,16.00,48.00,3.36,8.27,Mastercard
100154,2026-02-01 17:08:00,2026-01-31 18:21:00,Bar,Jasmine Chen,Old Fashioned,Cocktails,3,14.00,42.00,8.54,22.70,Amex
100154,2026-02-01 17:08:00,2026-01-31 18:21:00,Bar,Jasmine Chen,White Claw,Beer,3,7.00,16.03,8.54,22.70,Amex
100154,2026-02-01 17:08:00,2026-01-31 18:21:00,Bar,Jasmine Chen,Burger,Food,2,16.00,32.00,8.54,22.70,Amex
100154,2026-02-01 17:08:00,2026-01-31 18:21:00,Bar,Jasmine Chen,Burger,Food,2,16.00,32.00,8.54,22.70,Amex
100155,2026-02-01 12:11:00,2026-01-31 13:59:00,Bar,Sofia Martinez,House Red Wine,Wine,1,12.00,12.00,0.84,2.38,Discover
100156,2026-02-01 14:29:00,2026-01-31 15:05:00,Bar,Jake Patterson,Prosecco,Wine,2,11.00,22.00,8.33,27.05,Amex
100156,2026-02-01 14:29:00,2026-01-31 15:05:00,Bar,Jake Patterson,Long Island,Cocktails,1,14.00,14.00,8.33,27.05,Amex
100156,2026-02-01 14:29:00,2026-01-31 15:05:00,Bar,Jake Patterson,Old Fashioned,Cocktails,3,14.00,42.00,8.33,27.05,Amex
100156,2026-02-01 14:29:00,2026-01-31 15:05:00,Bar,Jake Patterson,Fish Tacos,Food,2,15.00,30.00,8.33,27.05,Amex
100156,2026-02-01 14:29:00,2026-01-31 15:05:00,Bar,Jake Patterson,Prosecco,Wine,1,11.00,11.00,8.33,27.05,Amex
100157,2026-02-01 19:52:00,2026-02-01 21:14:00,Bar,Tony Garcia,Bud Light,Beer,2,6.00,12.00,3.08,9.37,Visa
100157,2026-02-01 19:52:00,2026-02-01 21:14:00,Bar,Tony Garcia,Burger,Food,2,16.00,32.00,3.08,9.37,Visa
100158,2026-02-01 16:15:00,2026-01-31 17:00:00,Bar,Tony Garcia,Old Fashioned,Cocktails,1,14.00,12.18,2.67,6.19,Amex
100158,2026-02-01 16:15:00,2026-01-31 17:00:00,Bar,Tony Garcia,Margarita,Cocktails,2,13.00,26.00,2.67,6.19,Amex
100159,2026-02-01 19:27:00,2026-02-01 21:05:00,Bar,Tyler Brooks,Mozzarella Sticks,Food,3,11.00,33.00,8.61,21.07,Discover
100159,2026-02-01 19:27:00,2026-02-01 21:05:00,Bar,Tyler Brooks,Burger,Food,3,16.00,48.00,8.61,21.07,Discover
100159,2026-02-01 19:27:00,2026-02-01 21:05:00,Bar,Tyler Brooks,Old Fashioned,Cocktails,3,14.00,42.00,8.61,21.07,Discover
100160,2026-02-01 16:46:00,2026-01-31 17:42:00,Bar,Tyler Brooks,Pretzel Bites,Food,1,12.00,12.00,3.31,10.76,Visa
100160,2026-02-01 16:46:00,2026-01-31 17:42:00,Bar,Tyler Brooks,Shot - Fireball,Spirits,2,7.00,14.00,3.31,10.76,Visa
100160,2026-02-01 16:46:00,2026-01-31 17:42:00,Bar,Tyler Brooks,Old Fashioned,Cocktails,2,14.00,21.31,3.31,10.76,Visa
100161,2026-02-01 12:06:00,2026-01-31 12:51:00,Bar,Jake Patterson,Gin & Tonic,Well Drinks,2,9.00,18.00,1.26,3.35,Cash
100162,2026-02-01 17:28:00,2026-02-01 19:13:00,Bar,Jake Patterson,House Red Wine,Wine,2,12.00,24.00,3.15,7.06,Amex
100162,2026-02-01 17:28:00,2026-02-01 19:13:00,Bar,Jake Patterson,Rum & Coke,Well Drinks,1,9.00,9.00,3.15,7.06,Amex
100162,2026-02-01 17:28:00,2026-02-01 19:13:00,Bar,Jake Patterson,Bud Light,Beer,2,6.00,12.00,3.15,7.06,Amex
100163,2026-02-01 13:31:00,2026-01-31 14:52:00,Bar,Katie Brown,Rum & Coke,Well Drinks,2,9.00,18.00,5.42,12.76,Visa
100163,2026-02-01 13:31:00,2026-01-31 14:52:00,Bar,Katie Brown,Gin & Tonic,Well Drinks,1,9.00,6.78,5.42,12.76,Visa
100163,2026-02-01 13:31:00,2026-01-31 14:52:00,Bar,Katie Brown,House Red Wine,Wine,2,12.00,19.62,5.42,12.76,Visa
100163,2026-02-01 13:31:00,2026-01-31 14:52:00,Bar,Katie Brown,Prosecco,Wine,3,11.00,33.00,5.42,12.76,Visa
100164,2026-02-01 20:46:00,2026-02-01 21:48:00,Bar,Sofia Martinez,Rum & Coke,Well Drinks,2,9.00,18.00,5.92,16.08,Amex
100164,2026-02-01 20:46:00,2026-02-01 21:48:00,Bar,Sofia Martinez,Shot - Tequila,Spirits,1,9.00,6.54,5.92,16.08,Amex
100164,2026-02-01 20:46:00,2026-02-01 21:48:00,Bar,Sofia Martinez,Moscow Mule,Cocktails,3,12.00,36.00,5.92,16.08,Amex
100164,2026-02-01 20:46:00,2026-02-01 21:48:00,Bar,Sofia Martinez,IPA Draft,Beer,3,8.00,24.00,5.92,16.08,Amex
100165,2026-02-01 13:47:00,2026-01-31 15:28:00,Bar,Tyler Brooks,White Claw,Beer,2,7.00,14.00,7.11,22.66,Visa
100165,2026-02-01 13:47:00,2026-01-31 15:28:00,Bar,Tyler Brooks,Guinness Draft,Beer,1,8.50,8.50,7.11,22.66,Visa
100165,2026-02-01 13:47:00,2026-01-31 15:28:00,Bar,Tyler Brooks,Wings Basket,Food,3,15.00,45.00,7.11,22.66,Visa
100165,2026-02-01 13:47:00,2026-01-31 15:28:00,Bar,Tyler Brooks,Shot - Jameson,Spirits,2,8.00,16.00,7.11,22.66,Visa
100165,2026-02-01 13:47:00,2026-01-31 15:28:00,Bar,Tyler Brooks,Shot - Tequila,Spirits,2,9.00,18.00,7.11,22.66,Visa
100166,2026-02-01 18:37:00,2026-02-01 19:44:00,Bar,Tony Garcia,Espresso Martini,Cocktails,3,15.00,45.00,9.04,21.67,Cash
100166,2026-02-01 18:37:00,2026-02-01 19:44:00,Bar,Tony Garcia,Old Fashioned,Cocktails,1,14.00,14.00,9.04,21.67,Cash
100166,2026-02-01 18:37:00,2026-02-01 19:44:00,Bar,Tony Garcia,Mozzarella Sticks,Food,1,11.00,8.19,9.04,21.67,Cash
100166,2026-02-01 18:37:00,2026-02-01 19:44:00,Bar,Tony Garcia,Burger,Food,2,16.00,32.00,9.04,21.67,Cash
100166,2026-02-01 18:37:00,2026-02-01 19:44:00,Bar,Tony Garcia,Espresso Martini,Cocktails,2,15.00,30.00,9.04,21.67,Cash
100167,2026-02-01 14:53:00,2026-01-31 16:29:00,Bar,Sofia Martinez,Old Fashioned,Cocktails,3,14.00,42.00,5.67,18.98,Cash
100167,2026-02-01 14:53:00,2026-01-31 16:29:00,Bar,Sofia Martinez,Margarita,Cocktails,3,13.00,39.00,5.67,18.98,Cash
100168,2026-02-01 18:34:00,2026-02-01 20:33:00,Bar,Tyler Brooks,Long Island,Cocktails,2,14.00,28.00,2.80,6.94,Discover
100168,2026-02-01 18:34:00,2026-02-01 20:33:00,Bar,Tyler Brooks,Pretzel Bites,Food,1,12.00,12.00,2.80,6.94,Discover
100169,2026-02-01 20:53:00,2026-02-01 22:02:00,Bar,Sofia Martinez,Margarita,Cocktails,3,13.00,39.00,10.05,23.34,Visa
100169,2026-02-01 20:53:00,2026-02-01 22:02:00,Bar,Sofia Martinez,Wings Basket,Food,3,15.00,45.00,10.05,23.34,Visa
100169,2026-02-01 20:53:00,2026-02-01 22:02:00,Bar,Sofia Martinez,Shot - Jameson,Spirits,1,8.00,6.60,10.05,23.34,Visa
100169,2026-02-01 20:53:00,2026-02-01 22:02:00,Bar,Sofia Martinez,Moscow Mule,Cocktails,3,12.00,36.00,10.05,23.34,Visa
100169,2026-02-01 20:53:00,2026-02-01 22:02:00,Bar,Sofia Martinez,Guinness Draft,Beer,2,8.50,17.00,10.05,23.34,Visa
100170,2026-02-01 15:36:00,2026-01-31 16:59:00,Bar,Katie Brown,Espresso Martini,Cocktails,3,15.00,45.00,5.74,13.64,Visa
100170,2026-02-01 15:36:00,2026-01-31 16:59:00,Bar,Katie Brown,Shot - Jameson,Spirits,2,8.00,16.00,5.74,13.64,Visa
100170,2026-02-01 15:36:00,2026-01-31 16:59:00,Bar,Katie Brown,Shot - Tequila,Spirits,1,9.00,9.00,5.74,13.64,Visa
100170,2026-02-01 15:36:00,2026-01-31 16:59:00,Bar,Katie Brown,Moscow Mule,Cocktails,1,12.00,12.00,5.74,13.64,Visa
100171,2026-02-01 16:26:00,2026-01-31 17:31:00,Bar,Jasmine Chen,Shot - Jameson,Spirits,2,8.00,12.88,4.05,12.18,Mastercard
100171,2026-02-01 16:26:00,2026-01-31 17:31:00,Bar,Jasmine Chen,Guinness Draft,Beer,2,8.50,17.00,4.05,12.18,Mastercard
100171,2026-02-01 16:26:00,2026-01-31 17:31:00,Bar,Jasmine Chen,Loaded Nachos,Food,2,14.00,28.00,4.05,12.18,Mastercard
100172,2026-02-01 15:03:00,2026-01-31 15:27:00,Bar,Katie Brown,Prosecco,Wine,1,11.00,11.00,8.96,24.58,Mastercard
100172,2026-02-01 15:03:00,2026-01-31 15:27:00,Bar,Katie Brown,Loaded Nachos,Food,3,14.00,42.00,8.96,24.58,Mastercard
100172,2026-02-01 15:03:00,2026-01-31 15:27:00,Bar,Katie Brown,IPA Draft,Beer,3,8.00,24.00,8.96,24.58,Mastercard
100172,2026-02-01 15:03:00,2026-01-31 15:27:00,Bar,Katie Brown,Shot - Fireball,Spirits,3,7.00,21.00,8.96,24.58,Mastercard
100172,2026-02-01 15:03:00,2026-01-31 15:27:00,Bar,Katie Brown,Espresso Martini,Cocktails,2,15.00,30.00,8.96,24.58,Mastercard
100173,2026-02-01 22:24:00,2026-02-01 22:53:00,Bar,Jake Patterson,Gin & Tonic,Well Drinks,2,9.00,18.00,4.90,16.23,Visa
100173,2026-02-01 22:24:00,2026-02-01 22:53:00,Bar,Jake Patterson,Shot - Tequila,Spirits,2,9.00,18.00,4.90,16.23,Visa
100173,2026-02-01 22:24:00,2026-02-01 22:53:00,Bar,Jake Patterson,Mozzarella Sticks,Food,2,11.00,22.00,4.90,16.23,Visa
100173,2026-02-01 22:24:00,2026-02-01 22:53:00,Bar,Jake Patterson,Moscow Mule,Cocktails,1,12.00,12.00,4.90,16.23,Visa
100174,2026-02-01 13:25:00,2026-01-31 14:40:00,Bar,Tyler Brooks,Moscow Mule,Cocktails,1,12.00,9.78,4.36,12.39,Amex
100174,2026-02-01 13:25:00,2026-01-31 14:40:00,Bar,Tyler Brooks,IPA Draft,Beer,3,8.00,18.57,4.36,12.39,Amex
100174,2026-02-01 13:25:00,2026-01-31 14:40:00,Bar,Tyler Brooks,Shot - Fireball,Spirits,1,7.00,7.00,4.36,12.39,Amex
100174,2026-02-01 13:25:00,2026-01-31 14:40:00,Bar,Tyler Brooks,Shot - Tequila,Spirits,3,9.00,27.00,4.36,12.39,Amex
100175,2026-02-01 20:28:00,2026-02-01 22:27:00,Bar,Jake Patterson,Burger,Food,2,16.00,32.00,4.83,12.13,Visa
100175,2026-02-01 20:28:00,2026-02-01 22:27:00,Bar,Jake Patterson,Rum & Coke,Well Drinks,1,9.00,9.00,4.83,12.13,Visa
100175,2026-02-01 20:28:00,2026-02-01 22:27:00,Bar,Jake Patterson,Old Fashioned,Cocktails,1,14.00,14.00,4.83,12.13,Visa
100175,2026-02-01 20:28:00,2026-02-01 22:27:00,Bar,Jake Patterson,Old Fashioned,Cocktails,1,14.00,14.00,4.83,12.13,Visa
100176,2026-02-01 13:57:00,2026-01-31 14:55:00,Bar,Katie Brown,Guinness Draft,Beer,1,8.50,8.50,1.19,3.91,Cash
100176,2026-02-01 13:57:00,2026-01-31 14:55:00,Bar,Katie Brown,Guinness Draft,Beer,1,8.50,8.50,1.19,3.91,Cash
100177,2026-02-01 11:25:00,2026-01-31 11:58:00,Bar,Jake Patterson,Shot - Fireball,Spirits,2,7.00,14.00,4.53,15.16,Visa
100177,2026-02-01 11:25:00,2026-01-31 11:58:00,Bar,Jake Patterson,Bud Light,Beer,1,6.00,6.00,4.53,15.16,Visa
100177,2026-02-01 11:25:00,2026-01-31 11:58:00,Bar,Jake Patterson,Shot - Jameson,Spirits,2,8.00,16.00,4.53,15.16,Visa
100177,2026-02-01 11:25:00,2026-01-31 11:58:00,Bar,Jake Patterson,Shot - Jameson,Spirits,3,8.00,20.25,4.53,15.16,Visa
100177,2026-02-01 11:25:00,2026-01-31 11:58:00,Bar,Jake Patterson,Guinness Draft,Beer,1,8.50,8.50,4.53,15.16,Visa
100178,2026-02-01 12:06:00,2026-01-31 13:23:00,Bar,Tyler Brooks,Pretzel Bites,Food,1,12.00,12.00,3.36,11.70,Mastercard
100178,2026-02-01 12:06:00,2026-01-31 13:23:00,Bar,Tyler Brooks,Pretzel Bites,Food,3,12.00,36.00,3.36,11.70,Mastercard
100179,2026-02-01 13:52:00,2026-01-31 14:39:00,Bar,Jake Patterson,Burger,Food,2,16.00,32.00,9.87,21.47,Discover
100179,2026-02-01 13:52:00,2026-01-31 14:39:00,Bar,Jake Patterson,Shot - Fireball,Spirits,3,7.00,21.00,9.87,21.47,Discover
100179,2026-02-01 13:52:00,2026-01-31 14:39:00,Bar,Jake Patterson,Loaded Nachos,Food,2,14.00,28.00,9.87,21.47,Discover
100179,2026-02-01 13:52:00,2026-01-31 14:39:00,Bar,Jake Patterson,Fish Tacos,Food,3,15.00,45.00,9.87,21.47,Discover
100179,2026-02-01 13:52:00,2026-01-31 14:39:00,Bar,Jake Patterson,Wings Basket,Food,1,15.00,15.00,9.87,21.47,Discover
100180,2026-02-01 13:06:00,2026-01-31 14:14:00,Bar,Tony Garcia,Margarita,Cocktails,3,13.00,33.42,9.48,21.20,Visa
100180,2026-02-01 13:06:00,2026-01-31 14:14:00,Bar,Tony Garcia,Moscow Mule,Cocktails,3,12.00,36.00,9.48,21.20,Visa
100180,2026-02-01 13:06:00,2026-01-31 14:14:00,Bar,Tony Garcia,Shot - Tequila,Spirits,1,9.00,9.00,9.48,21.20,Visa
100180,2026-02-01 13:06:00,2026-01-31 14:14:00,Bar,Tony Garcia,House Red Wine,Wine,1,12.00,12.00,9.48,21.20,Visa
100180,2026-02-01 13:06:00,2026-01-31 14:14:00,Bar,Tony Garcia,Espresso Martini,Cocktails,3,15.00,45.00,9.48,21.20,Visa
100181,2026-02-01 22:43:00,2026-02-01 23:24:00,Bar,Jasmine Chen,Burger,Food,3,16.00,48.00,10.35,23.66,Cash
100181,2026-02-01 22:43:00,2026-02-01 23:24:00,Bar,Jasmine Chen,Guinness Draft,Beer,3,8.50,25.50,10.35,23.66,Cash
100181,2026-02-01 22:43:00,2026-02-01 23:24:00,Bar,Jasmine Chen,Espresso Martini,Cocktails,3,15.00,45.00,10.35,23.66,Cash
100181,2026-02-01 22:43:00,2026-02-01 23:24:00,Bar,Jasmine Chen,Prosecco,Wine,3,11.00,29.38,10.35,23.66,Cash
100182,2026-02-01 12:07:00,2026-01-31 12:49:00,Bar,Jasmine Chen,IPA Draft,Beer,2,8.00,16.00,7.41,18.59,Cash
100182,2026-02-01 12:07:00,2026-01-31 12:49:00,Bar,Jasmine Chen,Vodka Soda,Well Drinks,2,9.00,18.00,7.41,18.59,Cash
100182,2026-02-01 12:07:00,2026-01-31 12:49:00,Bar,Jasmine Chen,Shot - Tequila,Spirits,1,9.00,9.00,7.41,18.59,Cash
100182,2026-02-01 12:07:00,2026-01-31 12:49:00,Bar,Jasmine Chen,Old Fashioned,Cocktails,3,14.00,35.79,7.41,18.59,Cash
100182,2026-02-01 12:07:00,2026-01-31 12:49:00,Bar,Jasmine Chen,Rum & Coke,Well Drinks,3,9.00,27.00,7.41,18.59,Cash
100183,2026-02-01 18:16:00,2026-01-31 18:43:00,Bar,Tyler Brooks,Burger,Food,1,16.00,12.28,6.32,13.80,Cash
100183,2026-02-01 18:16:00,2026-01-31 18:43:00,Bar,Tyler Brooks,Margarita,Cocktails,3,13.00,39.00,6.32,13.80,Cash
100183,2026-02-01 18:16:00,2026-01-31 18:43:00,Bar,Tyler Brooks,Margarita,Cocktails,3,13.00,39.00,6.32,13.80,Cash
100184,2026-02-01 12:45:00,2026-01-31 14:28:00,Bar,Tony Garcia,Shot - Tequila,Spirits,1,9.00,9.00,3.79,8.84,Discover
100184,2026-02-01 12:45:00,2026-01-31 14:28:00,Bar,Tony Garcia,Shot - Jameson,Spirits,3,8.00,24.00,3.79,8.84,Discover
100184,2026-02-01 12:45:00,2026-01-31 14:28:00,Bar,Tony Garcia,Old Fashioned,Cocktails,1,14.00,14.00,3.79,8.84,Discover
100184,2026-02-01 12:45:00,2026-01-31 14:28:00,Bar,Tony Garcia,Rum & Coke,Well Drinks,1,9.00,7.20,3.79,8.84,Discover
100185,2026-02-01 15:23:00,2026-01-31 16:22:00,Bar,Jasmine Chen,IPA Draft,Beer,1,8.00,8.00,1.54,5.50,Visa
100185,2026-02-01 15:23:00,2026-01-31 16:22:00,Bar,Jasmine Chen,White Claw,Beer,2,7.00,14.00,1.54,5.50,Visa
100186,2026-02-01 12:08:00,2026-01-31 13:06:00,Bar,Katie Brown,Long Island,Cocktails,2,14.00,28.00,1.96,4.40,Cash
100187,2026-02-01 18:24:00,2026-02-01 20:11:00,Bar,Tyler Brooks,Shot - Tequila,Spirits,1,9.00,9.00,1.40,4.15,Discover
100187,2026-02-01 18:24:00,2026-02-01 20:11:00,Bar,Tyler Brooks,Prosecco,Wine,1,11.00,11.00,1.40,4.15,Discover
100188,2026-02-01 23:37:00,2026-02-01 00:43:00,Bar,Jake Patterson,Shot - Tequila,Spirits,2,9.00,18.00,8.47,18.44,Discover
100188,2026-02-01 23:37:00,2026-02-01 00:43:00,Bar,Jake Patterson,Burger,Food,1,16.00,16.00,8.47,18.44,Discover
100188,2026-02-01 23:37:00,2026-02-01 00:43:00,Bar,Jake Patterson,Mozzarella Sticks,Food,3,11.00,33.00,8.47,18.44,Discover
100188,2026-02-01 23:37:00,2026-02-01 00:43:00,Bar,Jake Patterson,House Red Wine,Wine,1,12.00,12.00,8.47,18.44,Discover
100188,2026-02-01 23:37:00,2026-02-01 00:43:00,Bar,Jake Patterson,Long Island,Cocktails,3,14.00,42.00,8.47,18.44,Discover
100189,2026-02-01 11:11:00,2026-01-31 11:37:00,Bar,Sofia Martinez,Margarita,Cocktails,2,13.00,26.00,8.12,21.66,Visa
100189,2026-02-01 11:11:00,2026-01-31 11:37:00,Bar,Sofia Martinez,IPA Draft,Beer,3,8.00,24.00,8.12,21.66,Visa
100189,2026-02-01 11:11:00,2026-01-31 11:37:00,Bar,Sofia Martinez,Prosecco,Wine,3,11.00,33.00,8.12,21.66,Visa
100189,2026-02-01 11:11:00,2026-01-31 11:37:00,Bar,Sofia Martinez,Mozzarella Sticks,Food,3,11.00,33.00,8.12,21.66,Visa
100190,2026-02-01 13:42:00,2026-01-31 14:06:00,Bar,Tyler Brooks,Old Fashioned,Cocktails,3,14.00,42.00,2.94,9.77,Discover
100191,2026-02-01 19:56:00,2026-02-01 21:09:00,Bar,Tyler Brooks,House Red Wine,Wine,3,12.00,36.00,4.20,10.97,Visa
100191,2026-02-01 19:56:00,2026-02-01 21:09:00,Bar,Tyler Brooks,Wings Basket,Food,1,15.00,15.00,4.20,10.97,Visa
100191,2026-02-01 19:56:00,2026-02-01 21:09:00,Bar,Tyler Brooks,Gin & Tonic,Well Drinks,1,9.00,9.00,4.20,10.97,Visa
100192,2026-02-01 13:47:00,2026-01-31 14:05:00,Bar,Tyler Brooks,Bud Light,Beer,3,6.00,18.00,1.26,3.45,Discover
100193,2026-02-01 15:58:00,2026-01-31 17:38:00,Bar,Sofia Martinez,Shot - Fireball,Spirits,2,7.00,14.00,0.98,2.19,Cash
100194,2026-02-01 15:30:00,2026-01-31 16:44:00,Bar,Jake Patterson,Guinness Draft,Beer,1,8.50,8.50,5.52,19.24,Amex
100194,2026-02-01 15:30:00,2026-01-31 16:44:00,Bar,Jake Patterson,Burger,Food,3,16.00,48.00,5.52,19.24,Amex
100194,2026-02-01 15:30:00,2026-01-31 16:44:00,Bar,Jake Patterson,Espresso Martini,Cocktails,2,15.00,22.37,5.52,19.24,Amex
100195,2026-02-01 16:37:00,2026-01-31 17:23:00,Bar,Sofia Martinez,Shot - Jameson,Spirits,1,8.00,8.00,0.56,1.84,Visa
100196,2026-02-01 22:30:00,2026-02-01 00:17:00,Bar,Jake Patterson,Margarita,Cocktails,2,13.00,26.00,9.67,26.24,Cash
100196,2026-02-01 22:30:00,2026-02-01 00:17:00,Bar,Jake Patterson,Fish Tacos,Food,2,15.00,30.00,9.67,26.24,Cash
100196,2026-02-01 22:30:00,2026-02-01 00:17:00,Bar,Jake Patterson,Shot - Jameson,Spirits,3,8.00,24.00,9.67,26.24,Cash
100196,2026-02-01 22:30:00,2026-02-01 00:17:00,Bar,Jake Patterson,Rum & Coke,Well Drinks,3,9.00,22.16,9.67,26.24,Cash
100196,2026-02-01 22:30:00,2026-02-01 00:17:00,Bar,Jake Patterson,House Red Wine,Wine,3,12.00,36.00,9.67,26.24,Cash
100197,2026-02-01 19:51:00,2026-02-01 20:42:00,Bar,Katie Brown,Moscow Mule,Cocktails,1,12.00,12.00,1.47,4.72,Mastercard
